Region,ContracType,FY,CY,Month,Interval_date,period_30,Scenario,price_real_$,base_dwp,solar_dwp,wind_dwp
NSW,Energy,2025,2024,7,1/07/2024,all,Central,126.86,100%,52%,100%
NSW,Energy,2025,2024,8,1/08/2024,all,Central,120.72,100%,65%,106%
NSW,Energy,2025,2024,9,1/09/2024,all,Central,102.02,100%,61%,121%
NSW,Energy,2025,2024,10,1/10/2024,all,Central,102.63,100%,66%,115%
NSW,Energy,2025,2024,11,1/11/2024,all,Central,91.98,100%,76%,120%
NSW,Energy,2025,2024,12,1/12/2024,all,Central,92.27,100%,78%,119%
NSW,Energy,2025,2025,1,1/01/2025,all,Central,84.82,100%,74%,109%
NSW,Energy,2025,2025,2,1/02/2025,all,Central,93.57,100%,63%,109%
NSW,Energy,2025,2025,3,1/03/2025,all,Central,126.69,100%,66%,97%
NSW,Energy,2025,2025,4,1/04/2025,all,Central,87.92,100%,71%,124%
NSW,Energy,2025,2025,5,1/05/2025,all,Central,92.12,100%,65%,123%
NSW,Energy,2025,2025,6,1/06/2025,all,Central,137.32,100%,62%,95%
NSW,Energy,2026,2025,7,1/07/2025,all,Central,174.93,100%,41%,93%
NSW,Energy,2026,2025,8,1/08/2025,all,Central,144.95,100%,54%,98%
NSW,Energy,2026,2025,9,1/09/2025,all,Central,100.83,100%,56%,121%
NSW,Energy,2026,2025,10,1/10/2025,all,Central,106.22,100%,58%,114%
NSW,Energy,2026,2025,11,1/11/2025,all,Central,86.57,100%,67%,117%
NSW,Energy,2026,2025,12,1/12/2025,all,Central,90.07,100%,73%,118%
NSW,Energy,2026,2026,1,1/01/2026,all,Central,98.57,100%,68%,102%
NSW,Energy,2026,2026,2,1/02/2026,all,Central,87.45,100%,65%,108%
NSW,Energy,2026,2026,3,1/03/2026,all,Central,112.16,100%,78%,105%
NSW,Energy,2026,2026,4,1/04/2026,all,Central,90.58,100%,69%,118%
NSW,Energy,2026,2026,5,1/05/2026,all,Central,93.07,100%,60%,115%
NSW,Energy,2026,2026,6,1/06/2026,all,Central,149.75,100%,56%,97%
NSW,Energy,2027,2026,7,1/07/2026,all,Central,118.89,100%,58%,94%
NSW,Energy,2027,2026,8,1/08/2026,all,Central,113.4,100%,63%,97%
NSW,Energy,2027,2026,9,1/09/2026,all,Central,97.93,100%,48%,102%
NSW,Energy,2027,2026,10,1/10/2026,all,Central,81.34,100%,61%,102%
NSW,Energy,2027,2026,11,1/11/2026,all,Central,76.12,100%,68%,113%
NSW,Energy,2027,2026,12,1/12/2026,all,Central,84.39,100%,77%,111%
NSW,Energy,2027,2027,1,1/01/2027,all,Central,71.25,100%,72%,105%
NSW,Energy,2027,2027,2,1/02/2027,all,Central,73.51,100%,67%,106%
NSW,Energy,2027,2027,3,1/03/2027,all,Central,99.59,100%,71%,96%
NSW,Energy,2027,2027,4,1/04/2027,all,Central,82.62,100%,74%,118%
NSW,Energy,2027,2027,5,1/05/2027,all,Central,84.39,100%,55%,107%
NSW,Energy,2027,2027,6,1/06/2027,all,Central,151.22,100%,57%,88%
NSW,Energy,2028,2027,7,1/07/2027,all,Central,125.75,100%,61%,98%
NSW,Energy,2028,2027,8,1/08/2027,all,Central,122.36,100%,65%,98%
NSW,Energy,2028,2027,9,1/09/2027,all,Central,96.64,100%,60%,105%
NSW,Energy,2028,2027,10,1/10/2027,all,Central,81.48,100%,66%,103%
NSW,Energy,2028,2027,11,1/11/2027,all,Central,76.03,100%,71%,107%
NSW,Energy,2028,2027,12,1/12/2027,all,Central,77.54,100%,73%,105%
NSW,Energy,2028,2028,1,1/01/2028,all,Central,82.43,100%,67%,95%
NSW,Energy,2028,2028,2,1/02/2028,all,Central,84.85,100%,65%,105%
NSW,Energy,2028,2028,3,1/03/2028,all,Central,100.24,100%,77%,100%
NSW,Energy,2028,2028,4,1/04/2028,all,Central,90,100%,67%,113%
NSW,Energy,2028,2028,5,1/05/2028,all,Central,88.21,100%,61%,102%
NSW,Energy,2028,2028,6,1/06/2028,all,Central,170.85,100%,61%,101%
NSW,Energy,2029,2028,7,1/07/2028,all,Central,135.88,100%,64%,94%
NSW,Energy,2029,2028,8,1/08/2028,all,Central,137.67,100%,59%,95%
NSW,Energy,2029,2028,9,1/09/2028,all,Central,99.42,100%,56%,109%
NSW,Energy,2029,2028,10,1/10/2028,all,Central,88.43,100%,71%,106%
NSW,Energy,2029,2028,11,1/11/2028,all,Central,75.86,100%,76%,112%
NSW,Energy,2029,2028,12,1/12/2028,all,Central,84.39,100%,70%,111%
NSW,Energy,2029,2029,1,1/01/2029,all,Central,99.01,100%,63%,106%
NSW,Energy,2029,2029,2,1/02/2029,all,Central,85.1,100%,69%,100%
NSW,Energy,2029,2029,3,1/03/2029,all,Central,122.19,100%,72%,98%
NSW,Energy,2029,2029,4,1/04/2029,all,Central,105.53,100%,65%,108%
NSW,Energy,2029,2029,5,1/05/2029,all,Central,88.19,100%,59%,102%
NSW,Energy,2029,2029,6,1/06/2029,all,Central,177.69,100%,64%,88%
NSW,Energy,2030,2029,7,1/07/2029,all,Central,136.45,100%,57%,91%
NSW,Energy,2030,2029,8,1/08/2029,all,Central,114.72,100%,64%,92%
NSW,Energy,2030,2029,9,1/09/2029,all,Central,93.13,100%,50%,101%
NSW,Energy,2030,2029,10,1/10/2029,all,Central,74.65,100%,66%,103%
NSW,Energy,2030,2029,11,1/11/2029,all,Central,67.25,100%,68%,108%
NSW,Energy,2030,2029,12,1/12/2029,all,Central,80.21,100%,68%,97%
NSW,Energy,2030,2030,1,1/01/2030,all,Central,73.42,100%,79%,98%
NSW,Energy,2030,2030,2,1/02/2030,all,Central,73.56,100%,81%,106%
NSW,Energy,2030,2030,3,1/03/2030,all,Central,102.65,100%,76%,97%
NSW,Energy,2030,2030,4,1/04/2030,all,Central,87.9,100%,69%,107%
NSW,Energy,2030,2030,5,1/05/2030,all,Central,76.09,100%,57%,96%
NSW,Energy,2030,2030,6,1/06/2030,all,Central,144.93,100%,69%,92%
NSW,Energy,2031,2030,7,1/07/2030,all,Central,102.77,100%,60%,94%
NSW,Energy,2031,2030,8,1/08/2030,all,Central,98.99,100%,68%,92%
NSW,Energy,2031,2030,9,1/09/2030,all,Central,86.17,100%,68%,99%
NSW,Energy,2031,2030,10,1/10/2030,all,Central,76.6,100%,70%,98%
NSW,Energy,2031,2030,11,1/11/2030,all,Central,58.37,100%,71%,100%
NSW,Energy,2031,2030,12,1/12/2030,all,Central,58.14,100%,70%,101%
NSW,Energy,2031,2031,1,1/01/2031,all,Central,64.97,100%,65%,98%
NSW,Energy,2031,2031,2,1/02/2031,all,Central,59.22,100%,73%,100%
NSW,Energy,2031,2031,3,1/03/2031,all,Central,79.37,100%,81%,96%
NSW,Energy,2031,2031,4,1/04/2031,all,Central,76.11,100%,65%,103%
NSW,Energy,2031,2031,5,1/05/2031,all,Central,70.03,100%,60%,96%
NSW,Energy,2031,2031,6,1/06/2031,all,Central,126.86,100%,68%,90%
NSW,Energy,2032,2031,7,1/07/2031,all,Central,113.27,100%,61%,87%
NSW,Energy,2032,2031,8,1/08/2031,all,Central,120.47,100%,65%,87%
NSW,Energy,2032,2031,9,1/09/2031,all,Central,85.34,100%,67%,99%
NSW,Energy,2032,2031,10,1/10/2031,all,Central,78.8,100%,73%,99%
NSW,Energy,2032,2031,11,1/11/2031,all,Central,63.4,100%,71%,99%
NSW,Energy,2032,2031,12,1/12/2031,all,Central,64.98,100%,66%,96%
NSW,Energy,2032,2032,1,1/01/2032,all,Central,63.45,100%,76%,97%
NSW,Energy,2032,2032,2,1/02/2032,all,Central,69.64,100%,74%,100%
NSW,Energy,2032,2032,3,1/03/2032,all,Central,98.53,100%,76%,94%
NSW,Energy,2032,2032,4,1/04/2032,all,Central,90.78,100%,62%,101%
NSW,Energy,2032,2032,5,1/05/2032,all,Central,81.68,100%,60%,93%
NSW,Energy,2032,2032,6,1/06/2032,all,Central,131.2,100%,73%,91%
NSW,Energy,2033,2032,7,1/07/2032,all,Central,116.54,100%,64%,89%
NSW,Energy,2033,2032,8,1/08/2032,all,Central,131.7,100%,85%,82%
NSW,Energy,2033,2032,9,1/09/2032,all,Central,88.48,100%,66%,98%
NSW,Energy,2033,2032,10,1/10/2032,all,Central,85.18,100%,70%,93%
NSW,Energy,2033,2032,11,1/11/2032,all,Central,66.79,100%,67%,98%
NSW,Energy,2033,2032,12,1/12/2032,all,Central,59.18,100%,71%,97%
NSW,Energy,2033,2033,1,1/01/2033,all,Central,70.53,100%,77%,94%
NSW,Energy,2033,2033,2,1/02/2033,all,Central,80.36,100%,69%,103%
NSW,Energy,2033,2033,3,1/03/2033,all,Central,103.53,100%,84%,95%
NSW,Energy,2033,2033,4,1/04/2033,all,Central,91.44,100%,65%,97%
NSW,Energy,2033,2033,5,1/05/2033,all,Central,77.41,100%,61%,93%
NSW,Energy,2033,2033,6,1/06/2033,all,Central,138.21,100%,86%,92%
NSW,Energy,2034,2033,7,1/07/2033,all,Central,123.41,100%,60%,88%
NSW,Energy,2034,2033,8,1/08/2033,all,Central,132.82,100%,80%,82%
NSW,Energy,2034,2033,9,1/09/2033,all,Central,81.41,100%,62%,97%
NSW,Energy,2034,2033,10,1/10/2033,all,Central,74.32,100%,68%,92%
NSW,Energy,2034,2033,11,1/11/2033,all,Central,55.08,100%,72%,98%
NSW,Energy,2034,2033,12,1/12/2033,all,Central,55.41,100%,71%,98%
NSW,Energy,2034,2034,1,1/01/2034,all,Central,81.22,100%,77%,94%
NSW,Energy,2034,2034,2,1/02/2034,all,Central,99.91,100%,67%,103%
NSW,Energy,2034,2034,3,1/03/2034,all,Central,130.32,100%,82%,96%
NSW,Energy,2034,2034,4,1/04/2034,all,Central,104.89,100%,62%,97%
NSW,Energy,2034,2034,5,1/05/2034,all,Central,83.04,100%,58%,93%
NSW,Energy,2034,2034,6,1/06/2034,all,Central,148.9,100%,81%,92%
NSW,Energy,2035,2034,7,1/07/2034,all,Central,117.63,100%,57%,88%
NSW,Energy,2035,2034,8,1/08/2034,all,Central,132.48,100%,80%,83%
NSW,Energy,2035,2034,9,1/09/2034,all,Central,78.33,100%,64%,97%
NSW,Energy,2035,2034,10,1/10/2034,all,Central,73.64,100%,69%,92%
NSW,Energy,2035,2034,11,1/11/2034,all,Central,51.34,100%,72%,98%
NSW,Energy,2035,2034,12,1/12/2034,all,Central,51.18,100%,71%,97%
NSW,Energy,2035,2035,1,1/01/2035,all,Central,73.61,100%,78%,94%
NSW,Energy,2035,2035,2,1/02/2035,all,Central,90.61,100%,68%,102%
NSW,Energy,2035,2035,3,1/03/2035,all,Central,120.99,100%,83%,95%
NSW,Energy,2035,2035,4,1/04/2035,all,Central,98.61,100%,63%,95%
NSW,Energy,2035,2035,5,1/05/2035,all,Central,77.35,100%,60%,92%
NSW,Energy,2035,2035,6,1/06/2035,all,Central,135.24,100%,84%,91%
NSW,Energy,2036,2035,7,1/07/2035,all,Central,142.58,100%,62%,89%
NSW,Energy,2036,2035,8,1/08/2035,all,Central,150.93,100%,50%,84%
NSW,Energy,2036,2035,9,1/09/2035,all,Central,94.81,100%,53%,106%
NSW,Energy,2036,2035,10,1/10/2035,all,Central,66.79,100%,69%,99%
NSW,Energy,2036,2035,11,1/11/2035,all,Central,52.48,100%,68%,100%
NSW,Energy,2036,2035,12,1/12/2035,all,Central,51.38,100%,70%,100%
NSW,Energy,2036,2036,1,1/01/2036,all,Central,98.1,100%,79%,97%
NSW,Energy,2036,2036,2,1/02/2036,all,Central,109.9,100%,71%,107%
NSW,Energy,2036,2036,3,1/03/2036,all,Central,153.53,100%,76%,101%
NSW,Energy,2036,2036,4,1/04/2036,all,Central,128.72,100%,58%,102%
NSW,Energy,2036,2036,5,1/05/2036,all,Central,124.72,100%,46%,82%
NSW,Energy,2036,2036,6,1/06/2036,all,Central,175.81,100%,63%,92%
NSW,Energy,2037,2036,7,1/07/2036,all,Central,161.72,100%,53%,83%
NSW,Energy,2037,2036,8,1/08/2036,all,Central,133.95,100%,57%,91%
NSW,Energy,2037,2036,9,1/09/2036,all,Central,90,100%,50%,98%
NSW,Energy,2037,2036,10,1/10/2036,all,Central,65.29,100%,69%,101%
NSW,Energy,2037,2036,11,1/11/2036,all,Central,49.74,100%,65%,101%
NSW,Energy,2037,2036,12,1/12/2036,all,Central,48.51,100%,68%,100%
NSW,Energy,2037,2037,1,1/01/2037,all,Central,105.8,100%,73%,95%
NSW,Energy,2037,2037,2,1/02/2037,all,Central,107.16,100%,67%,105%
NSW,Energy,2037,2037,3,1/03/2037,all,Central,159.4,100%,76%,94%
NSW,Energy,2037,2037,4,1/04/2037,all,Central,124.88,100%,62%,100%
NSW,Energy,2037,2037,5,1/05/2037,all,Central,119.7,100%,46%,96%
NSW,Energy,2037,2037,6,1/06/2037,all,Central,188.76,100%,58%,84%
NSW,Energy,2038,2037,7,1/07/2037,all,Central,151.83,100%,57%,89%
NSW,Energy,2038,2037,8,1/08/2037,all,Central,134.86,100%,54%,91%
NSW,Energy,2038,2037,9,1/09/2037,all,Central,85.12,100%,51%,96%
NSW,Energy,2038,2037,10,1/10/2037,all,Central,64.71,100%,67%,101%
NSW,Energy,2038,2037,11,1/11/2037,all,Central,46.54,100%,68%,103%
NSW,Energy,2038,2037,12,1/12/2037,all,Central,50.54,100%,65%,98%
NSW,Energy,2038,2038,1,1/01/2038,all,Central,94.84,100%,81%,98%
NSW,Energy,2038,2038,2,1/02/2038,all,Central,116.68,100%,69%,98%
NSW,Energy,2038,2038,3,1/03/2038,all,Central,167.83,100%,81%,95%
NSW,Energy,2038,2038,4,1/04/2038,all,Central,131.32,100%,59%,101%
NSW,Energy,2038,2038,5,1/05/2038,all,Central,116.34,100%,49%,90%
NSW,Energy,2038,2038,6,1/06/2038,all,Central,211.94,100%,53%,85%
NSW,Energy,2039,2038,7,1/07/2038,all,Central,156.61,100%,58%,88%
NSW,Energy,2039,2038,8,1/08/2038,all,Central,137.37,100%,55%,90%
NSW,Energy,2039,2038,9,1/09/2038,all,Central,87.09,100%,51%,95%
NSW,Energy,2039,2038,10,1/10/2038,all,Central,66.83,100%,66%,100%
NSW,Energy,2039,2038,11,1/11/2038,all,Central,48.68,100%,69%,102%
NSW,Energy,2039,2038,12,1/12/2038,all,Central,52.91,100%,65%,97%
NSW,Energy,2039,2039,1,1/01/2039,all,Central,98.37,100%,81%,97%
NSW,Energy,2039,2039,2,1/02/2039,all,Central,119.12,100%,68%,97%
NSW,Energy,2039,2039,3,1/03/2039,all,Central,171.58,100%,81%,95%
NSW,Energy,2039,2039,4,1/04/2039,all,Central,136.02,100%,59%,100%
NSW,Energy,2039,2039,5,1/05/2039,all,Central,119.61,100%,50%,89%
NSW,Energy,2039,2039,6,1/06/2039,all,Central,215.87,100%,54%,85%
NSW,Energy,2040,2039,7,1/07/2039,all,Central,178.23,100%,53%,87%
NSW,Energy,2040,2039,8,1/08/2039,all,Central,140.52,100%,55%,90%
NSW,Energy,2040,2039,9,1/09/2039,all,Central,101.07,100%,44%,96%
NSW,Energy,2040,2039,10,1/10/2039,all,Central,60.84,100%,68%,100%
NSW,Energy,2040,2039,11,1/11/2039,all,Central,45.82,100%,67%,101%
NSW,Energy,2040,2039,12,1/12/2039,all,Central,51.7,100%,64%,98%
NSW,Energy,2040,2040,1,1/01/2040,all,Central,97.95,100%,77%,95%
NSW,Energy,2040,2040,2,1/02/2040,all,Central,111.27,100%,60%,102%
NSW,Energy,2040,2040,3,1/03/2040,all,Central,163.47,100%,75%,97%
NSW,Energy,2040,2040,4,1/04/2040,all,Central,135.44,100%,71%,96%
NSW,Energy,2040,2040,5,1/05/2040,all,Central,136.68,100%,56%,92%
NSW,Energy,2040,2040,6,1/06/2040,all,Central,195.01,100%,65%,89%
NSW,Energy,2041,2040,7,1/07/2040,all,Central,175.14,100%,55%,85%
NSW,Energy,2041,2040,8,1/08/2040,all,Central,143.7,100%,54%,88%
NSW,Energy,2041,2040,9,1/09/2040,all,Central,85.49,100%,52%,94%
NSW,Energy,2041,2040,10,1/10/2040,all,Central,64.39,100%,72%,107%
NSW,Energy,2041,2040,11,1/11/2040,all,Central,49.11,100%,72%,96%
NSW,Energy,2041,2040,12,1/12/2040,all,Central,56.9,100%,60%,91%
NSW,Energy,2041,2041,1,1/01/2041,all,Central,115.28,100%,73%,91%
NSW,Energy,2041,2041,2,1/02/2041,all,Central,111.05,100%,63%,101%
NSW,Energy,2041,2041,3,1/03/2041,all,Central,162.1,100%,76%,97%
NSW,Energy,2041,2041,4,1/04/2041,all,Central,144.1,100%,66%,96%
NSW,Energy,2041,2041,5,1/05/2041,all,Central,121.23,100%,56%,89%
NSW,Energy,2041,2041,6,1/06/2041,all,Central,186,100%,68%,92%
NSW,Energy,2042,2041,7,1/07/2041,all,Central,161.66,100%,61%,86%
NSW,Energy,2042,2041,8,1/08/2041,all,Central,152.42,100%,56%,89%
NSW,Energy,2042,2041,9,1/09/2041,all,Central,91.84,100%,51%,95%
NSW,Energy,2042,2041,10,1/10/2041,all,Central,62.44,100%,69%,100%
NSW,Energy,2042,2041,11,1/11/2041,all,Central,49.2,100%,77%,97%
NSW,Energy,2042,2041,12,1/12/2041,all,Central,58.08,100%,62%,96%
NSW,Energy,2042,2042,1,1/01/2042,all,Central,122.8,100%,76%,98%
NSW,Energy,2042,2042,2,1/02/2042,all,Central,108.18,100%,63%,104%
NSW,Energy,2042,2042,3,1/03/2042,all,Central,153.5,100%,85%,94%
NSW,Energy,2042,2042,4,1/04/2042,all,Central,147.38,100%,57%,97%
NSW,Energy,2042,2042,5,1/05/2042,all,Central,122.44,100%,57%,89%
NSW,Energy,2042,2042,6,1/06/2042,all,Central,190.6,100%,65%,89%
NSW,Energy,2043,2042,7,1/07/2042,all,Central,160.53,100%,62%,87%
NSW,Energy,2043,2042,8,1/08/2042,all,Central,172.13,100%,65%,84%
NSW,Energy,2043,2042,9,1/09/2042,all,Central,93.43,100%,53%,93%
NSW,Energy,2043,2042,10,1/10/2042,all,Central,67.43,100%,65%,92%
NSW,Energy,2043,2042,11,1/11/2042,all,Central,50.78,100%,61%,99%
NSW,Energy,2043,2042,12,1/12/2042,all,Central,56.73,100%,61%,95%
NSW,Energy,2043,2043,1,1/01/2043,all,Central,105.98,100%,78%,96%
NSW,Energy,2043,2043,2,1/02/2043,all,Central,110.36,100%,60%,106%
NSW,Energy,2043,2043,3,1/03/2043,all,Central,150.29,100%,82%,97%
NSW,Energy,2043,2043,4,1/04/2043,all,Central,140.63,100%,60%,97%
NSW,Energy,2043,2043,5,1/05/2043,all,Central,122.08,100%,57%,90%
NSW,Energy,2043,2043,6,1/06/2043,all,Central,185.47,100%,70%,92%
NSW,Energy,2044,2043,7,1/07/2043,all,Central,168.13,100%,60%,85%
NSW,Energy,2044,2043,8,1/08/2043,all,Central,158.56,100%,47%,84%
NSW,Energy,2044,2043,9,1/09/2043,all,Central,87.58,100%,53%,98%
NSW,Energy,2044,2043,10,1/10/2043,all,Central,68.47,100%,58%,94%
NSW,Energy,2044,2043,11,1/11/2043,all,Central,45.41,100%,65%,101%
NSW,Energy,2044,2043,12,1/12/2043,all,Central,55.56,100%,59%,98%
NSW,Energy,2044,2044,1,1/01/2044,all,Central,107.41,100%,73%,96%
NSW,Energy,2044,2044,2,1/02/2044,all,Central,103.53,100%,61%,104%
NSW,Energy,2044,2044,3,1/03/2044,all,Central,155.68,100%,77%,98%
NSW,Energy,2044,2044,4,1/04/2044,all,Central,131.89,100%,62%,99%
NSW,Energy,2044,2044,5,1/05/2044,all,Central,138.19,100%,53%,86%
NSW,Energy,2044,2044,6,1/06/2044,all,Central,194.03,100%,69%,88%
NSW,Energy,2045,2044,7,1/07/2044,all,Central,178.61,100%,55%,82%
NSW,Energy,2045,2044,8,1/08/2044,all,Central,135.06,100%,55%,89%
NSW,Energy,2045,2044,9,1/09/2044,all,Central,90.07,100%,50%,97%
NSW,Energy,2045,2044,10,1/10/2044,all,Central,59.78,100%,68%,100%
NSW,Energy,2045,2044,11,1/11/2044,all,Central,53.69,100%,56%,96%
NSW,Energy,2045,2044,12,1/12/2044,all,Central,52.85,100%,62%,96%
NSW,Energy,2045,2045,1,1/01/2045,all,Central,115.6,100%,70%,105%
NSW,Energy,2045,2045,2,1/02/2045,all,Central,103.61,100%,61%,105%
NSW,Energy,2045,2045,3,1/03/2045,all,Central,152.99,100%,78%,95%
NSW,Energy,2045,2045,4,1/04/2045,all,Central,140.05,100%,59%,96%
NSW,Energy,2045,2045,5,1/05/2045,all,Central,120.44,100%,58%,90%
NSW,Energy,2045,2045,6,1/06/2045,all,Central,202,100%,64%,86%
NSW,Energy,2046,2045,7,1/07/2045,all,Central,156.83,100%,62%,86%
NSW,Energy,2046,2045,8,1/08/2045,all,Central,170.82,100%,64%,85%
NSW,Energy,2046,2045,9,1/09/2045,all,Central,91.26,100%,53%,93%
NSW,Energy,2046,2045,10,1/10/2045,all,Central,65.35,100%,64%,92%
NSW,Energy,2046,2045,11,1/11/2045,all,Central,49.42,100%,60%,99%
NSW,Energy,2046,2045,12,1/12/2045,all,Central,53.69,100%,59%,95%
NSW,Energy,2046,2046,1,1/01/2046,all,Central,108.49,100%,74%,97%
NSW,Energy,2046,2046,2,1/02/2046,all,Central,106.57,100%,58%,107%
NSW,Energy,2046,2046,3,1/03/2046,all,Central,148.32,100%,82%,97%
NSW,Energy,2046,2046,4,1/04/2046,all,Central,146.91,100%,57%,97%
NSW,Energy,2046,2046,5,1/05/2046,all,Central,120.75,100%,59%,89%
NSW,Energy,2046,2046,6,1/06/2046,all,Central,184.16,100%,72%,91%
NSW,Energy,2047,2046,7,1/07/2046,all,Central,173.57,100%,56%,81%
NSW,Energy,2047,2046,8,1/08/2046,all,Central,134.78,100%,54%,89%
NSW,Energy,2047,2046,9,1/09/2046,all,Central,90.81,100%,49%,96%
NSW,Energy,2047,2046,10,1/10/2046,all,Central,60.81,100%,67%,100%
NSW,Energy,2047,2046,11,1/11/2046,all,Central,55.31,100%,56%,98%
NSW,Energy,2047,2046,12,1/12/2046,all,Central,52.25,100%,61%,97%
NSW,Energy,2047,2047,1,1/01/2047,all,Central,113.09,100%,68%,105%
NSW,Energy,2047,2047,2,1/02/2047,all,Central,101.74,100%,60%,106%
NSW,Energy,2047,2047,3,1/03/2047,all,Central,153.95,100%,78%,95%
NSW,Energy,2047,2047,4,1/04/2047,all,Central,140.92,100%,59%,96%
NSW,Energy,2047,2047,5,1/05/2047,all,Central,119.93,100%,59%,89%
NSW,Energy,2047,2047,6,1/06/2047,all,Central,203.22,100%,65%,86%
NSW,Energy,2048,2047,7,1/07/2047,all,Central,167.78,100%,60%,82%
NSW,Energy,2048,2047,8,1/08/2047,all,Central,170.75,100%,44%,85%
NSW,Energy,2048,2047,9,1/09/2047,all,Central,84.08,100%,55%,98%
NSW,Energy,2048,2047,10,1/10/2047,all,Central,58.93,100%,65%,100%
NSW,Energy,2048,2047,11,1/11/2047,all,Central,44.35,100%,65%,102%
NSW,Energy,2048,2047,12,1/12/2047,all,Central,50.39,100%,60%,96%
NSW,Energy,2048,2048,1,1/01/2048,all,Central,101.29,100%,74%,97%
NSW,Energy,2048,2048,2,1/02/2048,all,Central,96.06,100%,60%,105%
NSW,Energy,2048,2048,3,1/03/2048,all,Central,149.53,100%,78%,99%
NSW,Energy,2048,2048,4,1/04/2048,all,Central,140.29,100%,58%,96%
NSW,Energy,2048,2048,5,1/05/2048,all,Central,123.56,100%,61%,90%
NSW,Energy,2048,2048,6,1/06/2048,all,Central,196.02,100%,82%,88%
NSW,Energy,2049,2048,7,1/07/2048,all,Central,172.39,100%,56%,83%
NSW,Energy,2049,2048,8,1/08/2048,all,Central,171.8,100%,43%,78%
NSW,Energy,2049,2048,9,1/09/2048,all,Central,94.21,100%,47%,92%
NSW,Energy,2049,2048,10,1/10/2048,all,Central,59.86,100%,67%,101%
NSW,Energy,2049,2048,11,1/11/2048,all,Central,46.52,100%,65%,102%
NSW,Energy,2049,2048,12,1/12/2048,all,Central,49.19,100%,60%,98%
NSW,Energy,2049,2049,1,1/01/2049,all,Central,100.85,100%,75%,97%
NSW,Energy,2049,2049,2,1/02/2049,all,Central,94.43,100%,59%,107%
NSW,Energy,2049,2049,3,1/03/2049,all,Central,147.67,100%,79%,96%
NSW,Energy,2049,2049,4,1/04/2049,all,Central,132.66,100%,65%,96%
NSW,Energy,2049,2049,5,1/05/2049,all,Central,121.13,100%,59%,88%
NSW,Energy,2049,2049,6,1/06/2049,all,Central,193.74,100%,70%,89%
NSW,Energy,2050,2049,7,1/07/2049,all,Central,188.18,100%,51%,76%
NSW,Energy,2050,2049,8,1/08/2049,all,Central,141.75,100%,54%,88%
NSW,Energy,2050,2049,9,1/09/2049,all,Central,83.88,100%,51%,94%
NSW,Energy,2050,2049,10,1/10/2049,all,Central,54.5,100%,70%,102%
NSW,Energy,2050,2049,11,1/11/2049,all,Central,41.46,100%,72%,98%
NSW,Energy,2050,2049,12,1/12/2049,all,Central,45.54,100%,58%,94%
NSW,Energy,2050,2050,1,1/01/2050,all,Central,105.19,100%,72%,97%
NSW,Energy,2050,2050,2,1/02/2050,all,Central,92.48,100%,58%,107%
NSW,Energy,2050,2050,3,1/03/2050,all,Central,148.53,100%,76%,99%
NSW,Energy,2050,2050,4,1/04/2050,all,Central,136.82,100%,69%,96%
NSW,Energy,2050,2050,5,1/05/2050,all,Central,121.7,100%,60%,89%
NSW,Energy,2050,2050,6,1/06/2050,all,Central,187.54,100%,72%,91%
NSW,Energy,2051,2050,7,1/07/2050,all,Central,191.82,100%,49%,76%
NSW,Energy,2051,2050,8,1/08/2050,all,Central,141.46,100%,53%,88%
NSW,Energy,2051,2050,9,1/09/2050,all,Central,83.29,100%,50%,95%
NSW,Energy,2051,2050,10,1/10/2050,all,Central,54.46,100%,70%,102%
NSW,Energy,2051,2050,11,1/11/2050,all,Central,41.43,100%,72%,98%
NSW,Energy,2051,2050,12,1/12/2050,all,Central,45.07,100%,57%,95%
NSW,Energy,2051,2051,1,1/01/2051,all,Central,103.02,100%,70%,97%
NSW,Energy,2051,2051,2,1/02/2051,all,Central,92.46,100%,57%,109%
NSW,Energy,2051,2051,3,1/03/2051,all,Central,147.51,100%,76%,99%
NSW,Energy,2051,2051,4,1/04/2051,all,Central,136.19,100%,68%,96%
NSW,Energy,2051,2051,5,1/05/2051,all,Central,121.76,100%,60%,90%
NSW,Energy,2051,2051,6,1/06/2051,all,Central,188.15,100%,71%,91%
NSW,Energy,2052,2051,7,1/07/2051,all,Central,169.07,100%,56%,82%
NSW,Energy,2052,2051,8,1/08/2051,all,Central,167.48,100%,44%,85%
NSW,Energy,2052,2051,9,1/09/2051,all,Central,78.46,100%,53%,97%
NSW,Energy,2052,2051,10,1/10/2051,all,Central,53.13,100%,61%,98%
NSW,Energy,2052,2051,11,1/11/2051,all,Central,35.94,100%,63%,103%
NSW,Energy,2052,2051,12,1/12/2051,all,Central,42.21,100%,56%,97%
NSW,Energy,2052,2052,1,1/01/2052,all,Central,96.54,100%,69%,99%
NSW,Energy,2052,2052,2,1/02/2052,all,Central,92.64,100%,54%,110%
NSW,Energy,2052,2052,3,1/03/2052,all,Central,150.64,100%,74%,95%
NSW,Energy,2052,2052,4,1/04/2052,all,Central,124.79,100%,62%,98%
NSW,Energy,2052,2052,5,1/05/2052,all,Central,135.65,100%,55%,88%
NSW,Energy,2052,2052,6,1/06/2052,all,Central,184.6,100%,73%,91%
NSW,Energy,2053,2052,7,1/07/2052,all,Central,171.03,100%,55%,82%
NSW,Energy,2053,2052,8,1/08/2052,all,Central,171.17,100%,42%,79%
NSW,Energy,2053,2052,9,1/09/2052,all,Central,88.39,100%,46%,90%
NSW,Energy,2053,2052,10,1/10/2052,all,Central,51.42,100%,68%,101%
